PropertyID,Bedrooms,Bathrooms,Sqft_Living,Sqft_Lot,Floors,Floor_Group,Year_Built,Sqft_Above,Sqft_Basement
17379,3,1,1010,9920,1,1 Floor,1977,1010,0
17380,3,2,1580,5289,1,1 Floor,1940,870,710
17381,3,2.5,1890,6300,2,2 Floors,2003,1890,0
17382,4,2.25,2160,8817,1,1 Floor,1965,1460,700
17383,4,2.25,2160,8817,1,1 Floor,1965,1460,700
17384,2,1,1410,5101,1.5,1.5 Floors,1927,1410,0
17385,2,1.5,1430,1650,3,2.5+ Floors,1999,1430,0
17386,6,1.75,2380,4080,2,2 Floors,1917,2380,0
17387,3,2.25,2206,82031,1,1 Floor,1983,866,1340
17388,3,1,1030,6127,1,1 Floor,1947,880,150
17389,3,2.5,1070,1155,2,2 Floors,2005,720,350
17390,3,2.5,2320,9610,1,1 Floor,1990,1730,590
17391,2,1.75,1270,7500,1,1 Floor,1982,1270,0
17392,4,3,2570,9104,2,2 Floors,1930,2570,0
17393,3,1,920,4875,1,1 Floor,1969,920,0
17394,3,2,1790,32379,1,1 Floor,2007,1790,0
17395,1,0.75,480,9750,1,1 Floor,1948,480,0
17396,4,3,2483,5701,2,2 Floors,2005,2483,0
17397,3,2.25,2140,3000,2,2 Floors,1905,2140,0
17398,3,1.75,1900,4000,1,1 Floor,1965,1300,600
17399,3,2.25,1650,7739,1,1 Floor,1986,1290,360
17400,3,1,1510,9100,1,1 Floor,1966,1510,0
17401,3,1.75,2910,35200,1.5,1.5 Floors,1979,2910,0
17402,4,4.25,4960,6000,2.5,2.5+ Floors,1909,3680,1280
17403,3,2,2710,4500,1.5,1.5 Floors,1929,1880,830
17404,3,1.5,1810,29308,1,1 Floor,1983,950,860
17405,3,1,940,9198,1,1 Floor,1968,940,0
17406,3,2.25,1600,10240,1,1 Floor,1979,1090,510
17407,4,2.5,2640,3899,2,2 Floors,2000,2640,0
17408,5,3.25,3890,20005,1,1 Floor,1977,2260,1630
17409,3,2.5,1630,1587,3,2.5+ Floors,2004,1630,0
17410,3,1,830,9600,1,1 Floor,1959,830,0
17411,3,2.5,1800,14036,2,2 Floors,1993,1800,0
17412,3,2.25,2060,9953,1,1 Floor,1964,1070,990
17413,4,3,4040,20001,1,1 Floor,1972,2020,2020
17414,4,2.75,1910,11356,1,1 Floor,1977,1160,750
17415,4,2.5,2800,246114,2,2 Floors,1999,2800,0
17416,3,1.5,1320,2625,2,2 Floors,1986,1320,0
17417,3,1,1220,5038,1,1 Floor,1942,1220,0
17418,5,2.75,3100,5298,2,2 Floors,2007,3100,0
17419,1,1,550,5700,1,1 Floor,1916,550,0
17420,3,1,1080,10639,1.5,1.5 Floors,1953,1080,0
17421,2,1,880,6650,1,1 Floor,1918,880,0
17422,2,1,720,8914,1,1 Floor,1949,720,0
17423,4,2.75,2030,9120,1,1 Floor,1988,2030,0
17424,4,2,2040,8281,2,2 Floors,1961,2040,0
17425,3,1,1570,8316,1,1 Floor,1962,1070,500
17426,2,1,1500,3420,1,1 Floor,1902,1500,0
17427,4,2.5,3180,15358,2,2 Floors,1988,3180,0
17428,3,1.75,1260,11224,1,1 Floor,1947,1260,0
17429,3,1.5,1390,13860,2,2 Floors,1979,1390,0
17430,3,3,2850,9375,1,1 Floor,1977,2240,610
17431,4,2.5,2070,2992,2,2 Floors,2002,2070,0
17432,3,3.25,2650,7819,1,1 Floor,1956,1760,890
17433,3,1.75,1220,8817,1,1 Floor,1978,1220,0
17434,3,2,1630,8702,1,1 Floor,1987,1630,0
17435,2,2.5,1785,779,2,2 Floors,1975,1595,190
17436,3,2.5,1260,972,2,2 Floors,2008,840,420
17437,3,1.5,1380,11130,1,1 Floor,1960,1380,0
17438,3,1.75,2330,7200,1,1 Floor,1950,1320,1010
17439,2,1,840,4239,1,1 Floor,1948,840,0
17440,3,2.25,1730,9516,1,1 Floor,1978,1180,550
17441,4,2.5,2230,5970,2,2 Floors,2002,2230,0
17442,3,2.5,1790,4038,2,2 Floors,2005,1790,0
17443,3,2.5,2280,10879,2,2 Floors,1984,2280,0
17444,3,2.5,2430,5128,1,1 Floor,1978,1270,1160
17445,5,3,3730,5500,1.5,1.5 Floors,1927,2160,1570
17446,5,3,2230,8560,1,1 Floor,1960,1150,1080
17447,2,1,770,2971,1,1 Floor,1923,770,0
17448,4,1.75,1814,5000,1,1 Floor,1951,944,870
17449,4,1.75,1920,9350,1,1 Floor,1977,1000,920
17450,4,2.5,1860,3840,1.5,1.5 Floors,1928,1170,690
17451,5,3,2750,10000,1,1 Floor,1957,1730,1020
17452,4,2.5,1930,9653,1,1 Floor,1968,1930,0
17453,3,2.5,1950,8251,2,2 Floors,1990,1950,0
17454,6,3,2470,9328,2,2 Floors,1982,2470,0
17455,3,2.25,1630,6449,1,1 Floor,1986,1310,320
17456,4,2.25,2110,16200,1,1 Floor,1978,1630,480
17457,3,1.75,1490,5000,1,1 Floor,1954,1250,240
17458,3,2.5,1740,1844,2,2 Floors,2008,1320,420
17459,4,2.75,1900,6000,1,1 Floor,1961,1300,600
17460,5,4,4510,15175,2,2 Floors,1969,4510,0
17461,3,1,1090,6710,1.5,1.5 Floors,1912,1090,0
17462,3,1.75,1720,7200,1,1 Floor,1959,1420,300
17463,2,3.25,1400,1243,3,2.5+ Floors,2000,1400,0
17464,4,2.5,2090,9702,1,1 Floor,1965,1320,770
17465,3,1.75,1580,9049,1,1 Floor,1966,1580,0
17466,4,2.5,2620,19864,2,2 Floors,1984,2620,0
17467,3,2,1500,2506,1,1 Floor,2003,870,630
17468,4,2.5,2030,5202,2,2 Floors,2001,2030,0
17469,3,1,1020,8484,1,1 Floor,1949,1020,0
17470,3,2.5,1540,7120,1,1 Floor,1938,770,770
17471,5,3,3910,16200,1,1 Floor,1960,2890,1020
17472,5,4.25,3920,11412,2,2 Floors,1955,3920,0
17473,4,2.5,3180,10105,2,2 Floors,1986,3180,0
17474,3,2.5,2330,9160,2,2 Floors,1997,2330,0
17475,3,2.5,2600,23361,1.5,1.5 Floors,1912,2150,450
17476,4,1.75,1950,4200,1,1 Floor,1951,1040,910
17477,5,1.75,3250,13702,1,1 Floor,1965,1650,1600
17478,4,1,1130,8308,1.5,1.5 Floors,1944,1130,0
17479,3,2.5,2620,4800,2,2 Floors,2002,2620,0
17480,2,1,1120,45302,1,1 Floor,1932,1120,0
17481,3,1.75,1800,23103,1,1 Floor,1968,1800,0
17482,4,1.75,2180,10200,1,1 Floor,1966,2000,180
17483,3,1.75,1960,8136,1,1 Floor,1948,980,980
17484,3,1.75,1960,8136,1,1 Floor,1948,980,980
17485,2,1,1150,3600,1,1 Floor,1910,1150,0
17486,4,2.5,2800,6820,2,2 Floors,1997,2800,0
17487,3,2,1310,2550,1,1 Floor,1986,780,530
17488,3,1.75,2340,57499,1,1 Floor,1988,2340,0
17489,3,2.5,1430,10200,1,1 Floor,1960,1430,0
17490,4,2.5,2340,9748,1,1 Floor,1981,1610,730
17491,3,1,1290,11250,1,1 Floor,1956,1290,0
17492,2,1,760,6380,1,1 Floor,1941,760,0
17493,6,2,2780,13950,2.5,2.5+ Floors,1955,2780,0
17494,3,2,2090,4077,1.5,1.5 Floors,1931,1530,560
17495,4,3,3060,50002,1,1 Floor,1957,2460,600
17496,3,1,1110,7962,1,1 Floor,1962,1110,0
17497,3,2,1790,7879,1.5,1.5 Floors,1998,1790,0
17498,3,1.5,1830,9848,1,1 Floor,1962,1830,0
17499,4,3.5,2850,2910,2,2 Floors,1905,1970,880
17500,3,1,1420,6000,1,1 Floor,1941,1420,0
17501,2,1,790,7252,1,1 Floor,1930,790,0
17502,3,2.5,2300,4307,2,2 Floors,1998,2300,0
17503,3,2.5,2440,71002,1,1 Floor,1996,2440,0
17504,3,2,1310,7349,1,1 Floor,1995,870,440
17505,3,1,1380,12000,1,1 Floor,1963,1380,0
17506,4,2.5,2790,10289,2,2 Floors,1987,2790,0
17507,3,2.5,1360,7293,2,2 Floors,1988,1360,0
17508,4,2.5,2510,5936,2,2 Floors,1998,2510,0
17509,3,3,4560,16339,2,2 Floors,2001,4040,520
17510,2,1,780,3910,1,1 Floor,1918,780,0
17511,3,2,1410,7998,1,1 Floor,1940,1410,0
17512,4,2,2530,5650,1.5,1.5 Floors,1910,1910,620
17513,3,2,1270,6760,1,1 Floor,1972,1270,0
17514,4,4.5,3180,4606,2,2 Floors,1929,1990,1190
17515,2,1.75,1450,4000,1.5,1.5 Floors,1903,1350,100
17516,4,1.75,2040,53578,1,1 Floor,1959,1160,880
17517,4,2.5,2650,12001,2,2 Floors,1984,2650,0
17518,3,1.75,1240,8611,1,1 Floor,1973,1240,0
17519,2,1,820,8423,1,1 Floor,1957,820,0
17520,2,1,1890,5202,1.5,1.5 Floors,1909,1890,0
17521,3,2,1270,3090,2,2 Floors,1911,1270,0
17522,4,2.5,3350,11688,1,1 Floor,1995,1760,1590
17523,2,1,1550,3200,1.5,1.5 Floors,1927,1550,0
17524,3,1,920,9812,1,1 Floor,1962,920,0
17525,2,1,950,4800,1,1 Floor,1941,950,0
17526,4,1.75,2040,3570,1,1 Floor,1917,1020,1020
17527,4,1.75,1870,5200,2,2 Floors,1937,1200,670
17528,3,1.75,1720,5280,1,1 Floor,1943,900,820
17529,2,1,1020,13647,1,1 Floor,1915,1020,0
17530,4,2.5,2690,6099,2,2 Floors,1998,2690,0
17531,4,2,3090,41147,1,1 Floor,1990,3090,0
17532,3,1.5,1070,5150,1,1 Floor,1940,1070,0
17533,4,2.25,2050,7201,2,2 Floors,1994,2050,0
17534,3,1.5,1660,15600,2,2 Floors,1981,1660,0
17535,5,1.75,2810,9360,1,1 Floor,1965,1520,1290
17536,4,2.25,2460,14600,1,1 Floor,1977,1720,740
17537,3,1.75,1230,12000,1,1 Floor,1970,1230,0
17538,4,2.5,2360,4367,2,2 Floors,2003,2360,0
17539,4,1.75,1730,11890,1,1 Floor,1955,980,750
17540,4,2.5,2770,21806,2,2 Floors,1991,2770,0
17541,4,2,1770,3332,2,2 Floors,1924,1630,140
17542,5,2.75,3030,13640,2,2 Floors,1980,3030,0
17543,3,1.75,2380,6000,1.5,1.5 Floors,1935,1320,1060
17544,3,1.75,1780,120661,1,1 Floor,1979,1780,0
17545,4,1.5,1540,7886,2,2 Floors,1967,1540,0
17546,3,2.25,1580,4379,2,2 Floors,1994,1580,0
17547,4,2.5,3200,5772,2,2 Floors,2003,3200,0
17548,4,2.5,2220,6800,2,2 Floors,2002,2220,0
17549,4,2.75,2240,8162,2,2 Floors,1946,1380,860
17550,2,1.75,1640,4176,1,1 Floor,1948,1040,600
17551,3,1.5,1170,4950,1,1 Floor,1960,1170,0
17552,4,2.25,3160,34560,1,1 Floor,1981,3160,0
17553,3,2.5,2100,7851,2,2 Floors,1986,2100,0
17554,4,2.5,2600,17388,2,2 Floors,1996,2600,0
17555,3,1.75,1630,5999,1.5,1.5 Floors,1985,1630,0
17556,3,2,2850,19200,1,1 Floor,2004,2340,510
17557,4,3,2560,5606,2,2 Floors,2004,2560,0
17558,2,1.5,980,1296,2,2 Floors,2001,840,140
17559,3,3.25,5480,57990,2,2 Floors,1991,5480,0
17560,3,2,2160,8091,1.5,1.5 Floors,2000,2160,0
17561,3,3,3030,5156,1.5,1.5 Floors,1929,2080,950
17562,4,3.5,3560,7178,2,2 Floors,2006,2590,970
17563,2,1,760,6407,1,1 Floor,1943,760,0
17564,3,3,2260,2400,2,2 Floors,1909,2260,0
17565,2,1.75,1560,3200,1,1 Floor,1946,880,680
17566,5,3,2270,6664,1,1 Floor,1995,1340,930
17567,5,3,3480,15185,2,2 Floors,1964,3480,0
17568,3,2.25,1900,7479,2,2 Floors,1992,1900,0
17569,4,3,2350,9952,1,1 Floor,1989,1650,700
17570,3,2.5,2390,5500,1,1 Floor,1952,1700,690
17571,4,2.5,3730,9847,2,2 Floors,1997,3730,0
17572,2,1,1780,81021,1,1 Floor,1954,1780,0
17573,4,2.5,1630,4473,2,2 Floors,2003,1630,0
17574,2,1,1130,6908,1.5,1.5 Floors,1945,1130,0
17575,3,1.75,2140,3584,1,1 Floor,1952,1070,1070
17576,4,2.5,3220,7873,2,2 Floors,1994,3220,0
17577,1,1,800,533610,1.5,1.5 Floors,1950,800,0
17578,3,2.5,1800,3300,2,2 Floors,2004,1690,110
17579,2,2.5,809,940,2,2 Floors,2003,809,0
17580,3,2.25,1820,9694,1,1 Floor,1977,1240,580
17581,2,1,580,7500,1,1 Floor,1943,580,0
17582,2,1,580,7500,1,1 Floor,1943,580,0
17583,3,2,2900,5650,1,1 Floor,1959,1520,1380
17584,2,1,1140,74052,1,1 Floor,1968,1140,0
17585,2,1,1060,5754,1,1 Floor,1917,1060,0
17586,4,3,2320,7200,1,1 Floor,1943,1260,1060
17587,4,2.5,3450,43216,2,2 Floors,2000,3450,0
17588,2,1,1760,4441,1,1 Floor,1950,1310,450
17589,4,3.75,3370,6766,2,2 Floors,2005,3370,0
17590,4,1,1940,5753,1.5,1.5 Floors,1947,1940,0
17591,4,2,2520,7334,1,1 Floor,1955,1600,920
17592,3,1,1360,8968,1,1 Floor,1956,1360,0
17593,2,1,800,5040,1,1 Floor,1960,800,0
17594,4,2.5,3010,9323,2,2 Floors,1992,3010,0
17595,3,1.75,2340,5500,2,2 Floors,1988,2340,0
17596,3,2,1780,8621,1,1 Floor,1992,1780,0
17597,4,3.25,4200,210394,2,2 Floors,1993,4200,0
17598,2,1.75,1720,3000,1,1 Floor,1925,860,860
17599,2,1,830,4500,1,1 Floor,1920,830,0
17600,3,1,1090,6320,1,1 Floor,1954,890,200
17601,5,4.25,5040,9466,2,2 Floors,2004,5040,0
17602,5,2.75,3500,5040,2,2 Floors,1927,2950,550
17603,3,1,1080,6250,1,1 Floor,1950,1080,0
17604,3,1,1080,6250,1,1 Floor,1950,1080,0
17605,3,1,1080,6250,1,1 Floor,1950,1080,0
17606,3,1,870,5200,1,1 Floor,1969,870,0
17607,4,2.5,2830,6163,2,2 Floors,2000,2830,0
17608,4,2,1880,14653,2,2 Floors,1978,1880,0
17609,4,2.75,3600,5040,2,2 Floors,2004,2610,990
17610,4,2.5,2340,5600,2,2 Floors,1921,2340,0
17611,3,2,2040,13125,1,1 Floor,1910,810,1230
17612,3,1.75,1310,12750,1,1 Floor,1993,1310,0
17613,3,2,1470,6000,1,1 Floor,1950,1090,380
17614,3,1.75,1370,9900,1,1 Floor,1983,1370,0
17615,3,1,1080,7486,1.5,1.5 Floors,1942,990,90
17616,3,2.5,1990,7577,2,2 Floors,1990,1990,0
17617,3,1,1310,7000,1,1 Floor,1958,1310,0
17618,3,1.75,1640,10762,1,1 Floor,1988,1130,510
17619,3,2.25,1770,8000,1,1 Floor,1976,1350,420
17620,3,2.5,2050,4876,2,2 Floors,2005,2050,0
17621,3,1,1170,62290,2,2 Floors,1986,1170,0
17622,2,1,1340,7250,1,1 Floor,1951,1340,0
17623,3,1.5,2240,5300,1,1 Floor,1955,1120,1120
17624,2,1,880,17743,1,1 Floor,1951,880,0
17625,3,2.5,2170,4905,2,2 Floors,2004,2170,0
17626,2,1.5,1260,6660,1.5,1.5 Floors,1926,1260,0
17627,3,1.75,1880,13300,1,1 Floor,1967,1380,500
17628,3,2.5,1620,7410,1,1 Floor,1955,1620,0
17629,3,2.5,1610,10022,2,2 Floors,1996,1610,0
17630,4,2.75,3330,9143,2,2 Floors,1995,3330,0
17631,4,2,1370,4000,2,2 Floors,1951,1370,0
17632,2,1,690,6000,1,1 Floor,1949,690,0
17633,4,2.5,3170,4979,2,2 Floors,1925,2570,600
17634,2,2,1990,6180,1,1 Floor,1941,1010,980
17635,4,1,1080,6095,1.5,1.5 Floors,1924,1080,0
17636,4,1,1870,14703,1.5,1.5 Floors,1928,1090,780
17637,3,1.75,1670,12075,1,1 Floor,1958,1370,300
17638,4,2.5,2800,28254,2,2 Floors,2001,2800,0
17639,5,2.75,3460,7977,2,2 Floors,2011,3460,0
17640,3,2,1930,12443,1,1 Floor,1969,1930,0
17641,4,3,2370,3836,2,2 Floors,1969,1750,620
17642,3,1,1180,6000,1,1 Floor,1950,1180,0
17643,2,1,1320,4750,1.5,1.5 Floors,1928,1320,0
17644,3,1.75,1350,4000,1.5,1.5 Floors,1925,1350,0
17645,2,1.5,1068,1452,2,2 Floors,1990,1068,0
17646,3,1,1580,8240,1,1 Floor,1978,1040,540
17647,4,1,1690,3417,1.5,1.5 Floors,1907,1690,0
17648,3,4,5120,4600,3,2.5+ Floors,2008,4490,630
17649,4,2.5,3960,38615,2,2 Floors,2000,3960,0
17650,4,3.25,2420,4000,1.5,1.5 Floors,1911,1870,550
17651,3,2.5,1910,5562,2,2 Floors,1988,1910,0
17652,3,2.25,1440,10500,1,1 Floor,1983,1130,310
17653,5,3,2320,8400,1,1 Floor,1963,1510,810
17654,3,2,1670,4572,1.5,1.5 Floors,1931,1670,0
17655,3,1.75,1390,11700,1,1 Floor,1966,1390,0
17656,3,2.5,2620,8950,2,2 Floors,1992,2620,0
17657,3,2.5,3040,7880,2,2 Floors,2004,3040,0
17658,3,2.5,2990,10711,1,1 Floor,1976,1560,1430
17659,3,2.25,1740,5460,1,1 Floor,1998,1210,530
17660,2,1,2360,105850,1,1 Floor,1947,1180,1180
17661,3,2.75,2240,3600,2.5,2.5+ Floors,1901,1650,590
17662,4,2,1610,6200,1,1 Floor,1979,1610,0
17663,2,1,700,5829,1,1 Floor,1945,700,0
17664,5,3,2730,9519,1,1 Floor,2014,1670,1060
17665,3,2.75,1780,15114,1,1 Floor,1980,1080,700
17666,3,2.5,3070,223463,2,2 Floors,2003,3070,0
17667,3,3,2060,3200,2,2 Floors,1907,2060,0
17668,3,2.25,1360,5111,1.5,1.5 Floors,1934,1360,0
17669,3,2,1430,14250,1,1 Floor,1953,1430,0
17670,3,2.25,1840,5752,2,2 Floors,2003,1840,0
17671,4,2.25,2000,8068,2,2 Floors,1976,2000,0
17672,3,2.5,1820,11012,2,2 Floors,1988,1820,0
17673,3,1.75,2330,16300,2,2 Floors,1964,2330,0
17674,2,2,1070,8400,1,1 Floor,1980,1070,0
17675,2,1,930,3750,1,1 Floor,1909,930,0
17676,2,2,1040,5796,1,1 Floor,1921,1040,0
17677,4,2.25,1960,12436,2,2 Floors,1984,1960,0
17678,3,3.25,2970,234788,2,2 Floors,1991,2040,930
17679,3,1.5,2200,5000,1.5,1.5 Floors,1932,2200,0
17680,6,4.5,3810,28176,1,1 Floor,1969,3810,0
17681,2,1.5,830,1034,2,2 Floors,2009,830,0
17682,4,3.5,3920,11086,2,2 Floors,1999,3920,0
17683,3,2,2870,95396,1,1 Floor,1980,1350,1520
17684,3,2,2560,14680,1,1 Floor,1987,1330,1230
17685,3,1.5,1350,7620,1,1 Floor,1941,1350,0
17686,4,2.25,1240,21190,1,1 Floor,1974,910,330
17687,4,2.75,3210,8520,1,1 Floor,1976,1810,1400
17688,3,2.5,1690,3322,2,2 Floors,2003,1690,0
17689,4,2.5,2550,10623,2,2 Floors,1992,2550,0
17690,5,1.75,3240,34510,2,2 Floors,1963,2690,550
17691,4,2.5,3560,8960,2,2 Floors,2001,3560,0
17692,3,2.5,2160,59241,1,1 Floor,2007,2160,0
17693,4,2.5,3060,5000,2,2 Floors,2006,3060,0
17694,3,2.5,1690,8564,2,2 Floors,1992,1690,0
17695,3,2.25,1520,7199,2,2 Floors,1992,1520,0
17696,4,2.5,2040,5770,2,2 Floors,1994,2040,0
17697,3,2,2360,18000,1,1 Floor,1951,2180,180
17698,4,1.75,1360,4840,1.5,1.5 Floors,1928,1360,0
17699,3,2.5,2000,9202,2,2 Floors,1992,2000,0
17700,3,2.5,1650,4648,2,2 Floors,2001,1650,0
17701,3,3,2500,8304,2,2 Floors,1997,2500,0
17702,3,1.5,1140,7500,1,1 Floor,1976,1140,0
17703,3,1.5,2140,47743,1.5,1.5 Floors,1978,2140,0
17704,3,2.75,2870,6600,2,2 Floors,1984,2870,0
17705,2,1,830,8183,1,1 Floor,1950,830,0
17706,3,2.25,1960,10139,2,2 Floors,1984,1960,0
17707,4,1.5,1130,5200,1,1 Floor,1968,1130,0
17708,5,2.75,3630,30570,2,2 Floors,2000,3630,0
17709,4,2,1764,15600,1,1 Floor,1942,1764,0
17710,3,2.75,2770,5800,1,1 Floor,1959,1650,1120
17711,3,2.5,2650,12247,2,2 Floors,2002,2650,0
17712,3,2.75,2500,6350,2,2 Floors,1979,2370,130
17713,3,1,2710,19000,2,2 Floors,1950,2710,0
17714,3,2.25,2490,8800,2,2 Floors,1975,2490,0
17715,3,1.75,1500,7560,1,1 Floor,1979,1500,0
17716,3,2,1160,13747,1,1 Floor,1931,580,580
17717,4,1.5,1880,6200,1,1 Floor,1954,1440,440
17718,3,2.5,1340,4200,2,2 Floors,2002,1340,0
17719,3,2.5,1960,3953,2,2 Floors,1999,1960,0
17720,3,2.25,2030,9791,1,1 Floor,1984,1500,530
17721,5,3,2200,6380,1,1 Floor,1987,1440,760
17722,3,2,2540,4750,1.5,1.5 Floors,1930,1840,700
17723,3,2,1520,7131,1,1 Floor,1993,1520,0
17724,3,2.25,2360,5504,2,2 Floors,1913,2080,280
17725,3,1.75,1340,2805,1.5,1.5 Floors,1919,1340,0
17726,2,1.5,1400,5810,2,2 Floors,1940,1400,0
17727,4,2.75,3030,117378,1,1 Floor,1959,1680,1350
17728,3,2.5,3200,203425,1,1 Floor,2000,3200,0
17729,4,1.5,1580,10260,1,1 Floor,1955,1030,550
17730,2,1,2120,6897,1,1 Floor,1923,1060,1060
17731,2,1,1640,5200,1,1 Floor,1937,1040,600
17732,3,2.25,1890,8400,1,1 Floor,1977,1520,370
17733,4,2,1710,3875,1.5,1.5 Floors,1907,1710,0
17734,2,2,1140,8282,1,1 Floor,1924,1140,0
17735,4,3,2720,3800,2,2 Floors,1919,1800,920
17736,2,1.75,1650,4000,1,1 Floor,1947,950,700
17737,3,1.75,1790,7485,1,1 Floor,1979,1330,460
17738,4,1.75,1680,6834,1.5,1.5 Floors,1948,1680,0
17739,3,1.75,2200,12231,1,1 Floor,1964,1250,950
17740,2,1,830,5100,1,1 Floor,1941,830,0
17741,2,1,770,4800,1,1 Floor,1943,770,0
17742,4,2.5,3280,6181,2,2 Floors,2001,3280,0
17743,3,3.25,2080,3025,2,2 Floors,1984,1220,860
17744,4,2.5,2790,43091,2,2 Floors,1989,2790,0
17745,5,3.5,4150,13232,2,2 Floors,2006,4150,0
17746,3,2.25,1780,7332,2,2 Floors,1987,1780,0
17747,4,1.75,1460,9750,1,1 Floor,1967,1460,0
17748,3,1,1410,8174,1,1 Floor,1958,1410,0
17749,4,2.25,2170,9665,1,1 Floor,1976,1300,870
17750,2,1,690,5200,1,1 Floor,1918,690,0
17751,4,3,3000,10297,2,2 Floors,2003,3000,0
17752,3,1,870,5200,1,1 Floor,1969,870,0
17753,4,2.5,3170,94855,1,1 Floor,1978,1910,1260
17754,4,1,1540,7350,1,1 Floor,1969,770,770
17755,3,1,1270,8800,1,1 Floor,1968,1270,0
17756,3,1.75,2190,6450,1,1 Floor,1957,1480,710
17757,4,3.5,4410,36200,2,2 Floors,1989,4410,0
17758,4,2.5,2790,8111,2,2 Floors,2004,2480,310
17759,3,1,1510,6000,1,1 Floor,1953,1170,340
17760,2,1.75,1800,7191,1,1 Floor,1952,990,810
17761,4,1,2410,6975,1,1 Floor,1957,1510,900
17762,4,2.75,2250,7412,1,1 Floor,1975,1480,770
17763,3,1,950,4760,1.5,1.5 Floors,1929,950,0
17764,4,1.75,2860,48351,1,1 Floor,1978,1710,1150
17765,4,1.75,2860,48351,1,1 Floor,1978,1710,1150
17766,2,1,1560,10125,1,1 Floor,1954,1130,430
17767,2,1.5,1940,5700,1,1 Floor,1937,970,970
17768,4,3.25,3580,19989,1.5,1.5 Floors,1915,3480,100
17769,4,2.5,2040,5523,2,2 Floors,1999,2040,0
17770,5,1,1700,11727,1.5,1.5 Floors,1954,1700,0
17771,4,2.5,3700,12500,1,1 Floor,1973,1920,1780
17772,2,1.75,1050,2926,1,1 Floor,1974,1050,0
17773,3,2,1690,9583,1,1 Floor,1969,1690,0
17774,2,1,1120,6180,1,1 Floor,1939,1120,0
17775,3,1.75,1490,1036,2,2 Floors,2008,1090,400
17776,5,2,2220,6000,1.5,1.5 Floors,1925,1390,830
17777,3,2.5,2160,6000,1.5,1.5 Floors,1939,1880,280
17778,2,1,870,10492,1,1 Floor,1937,870,0
17779,3,1.75,1900,13600,1,1 Floor,1956,1900,0
17780,4,3.5,3370,5000,2,2 Floors,2008,2470,900
17781,3,2.75,3370,5350,1.5,1.5 Floors,1910,2310,1060
17782,2,1,880,3300,1,1 Floor,1909,880,0
17783,2,1,940,5375,1,1 Floor,1952,940,0
17784,3,1,1340,7191,1,1 Floor,1974,1340,0
17785,3,1.5,1440,12040,1,1 Floor,1959,1440,0
17786,3,1.5,1750,12632,1,1 Floor,1952,1750,0
17787,5,3.5,3990,5000,2,2 Floors,2004,2910,1080
17788,3,2.5,2860,4442,2,2 Floors,2000,2860,0
17789,4,2.5,1940,3864,2,2 Floors,2003,1940,0
17790,2,1.5,1400,11245,1,1 Floor,1947,1400,0
17791,3,2.5,1770,6033,2,2 Floors,1987,1770,0
17792,4,2,1710,4178,1.5,1.5 Floors,1926,1710,0
17793,4,2.5,2810,11897,2,2 Floors,2003,2810,0
17794,3,1,1580,13912,1,1 Floor,1955,1580,0
17795,3,1,1580,5000,1.5,1.5 Floors,1926,1580,0
17796,3,1,1440,8681,1.5,1.5 Floors,1937,1440,0
17797,4,2.5,2420,9147,2,2 Floors,1998,2420,0
17798,4,1.5,1930,15000,1,1 Floor,1946,1930,0
17799,3,1,1190,27215,1,1 Floor,1943,1190,0
17800,4,2.5,2240,6944,1,1 Floor,1979,1310,930
17801,2,2.5,2550,216344,2.5,2.5+ Floors,1993,2550,0
17802,2,1,920,3780,1,1 Floor,1910,920,0
17803,4,1.75,1520,9600,1,1 Floor,1955,1000,520
17804,3,2,1460,6250,1.5,1.5 Floors,1912,1460,0
17805,1,1.5,1900,40600,1.5,1.5 Floors,1977,1450,450
17806,3,1.5,1430,11173,1,1 Floor,1955,1430,0
17807,3,2.5,2500,4203,2,2 Floors,2001,2500,0
17808,2,1,720,7250,1,1 Floor,1943,720,0
17809,2,1,1140,5720,1,1 Floor,1947,850,290
17810,4,4,3530,10935,2,2 Floors,1992,3530,0
17811,3,2,1220,14645,1,1 Floor,1970,1220,0
17812,3,1,1320,7000,1,1 Floor,1967,1320,0
17813,4,3,2170,8240,1,1 Floor,1968,1370,800
17814,3,2.5,2020,7512,2,2 Floors,1981,2020,0
17815,3,2.5,1990,3694,2,2 Floors,1989,1990,0
17816,4,2,2660,3900,1.5,1.5 Floors,1923,1480,1180
17817,4,2.5,2360,13500,1,1 Floor,1973,1780,580
17818,3,2,2740,101930,1,1 Floor,1999,2740,0
17819,3,1.75,1360,5850,1,1 Floor,1938,1000,360
17820,2,1,1230,5000,1,1 Floor,1911,1230,0
17821,3,1.5,1260,7964,1,1 Floor,1955,1260,0
17822,2,1,1040,4172,1,1 Floor,1946,1040,0
17823,4,2.5,2700,9700,1,1 Floor,1978,1670,1030
17824,3,1.75,1800,4429,2,2 Floors,1906,1800,0
17825,3,1.5,1590,7260,1,1 Floor,1964,1080,510
17826,3,2.75,1360,542322,1,1 Floor,1955,1140,220
17827,3,1.75,1370,10780,1,1 Floor,1959,1370,0
17828,4,2.5,3320,7644,2,2 Floors,1995,3320,0
17829,4,2.5,2980,9235,1,1 Floor,1977,1690,1290
17830,3,2.5,1350,2053,3,2.5+ Floors,2005,1350,0
17831,3,1,1160,9600,1,1 Floor,1967,1160,0
17832,3,2.25,1480,5400,2,2 Floors,1914,1480,0
17833,3,2,1640,2808,1,1 Floor,1924,820,820
